Date,CreativeID,Impressions,Clicks,VideoStarts,VideoCompletions,OperatingSystem,DayofWeek,Site,SiteCategory,CreativeName,MediaFormat,CreativeCategory,CreativeFormat,ClickThroughRate,VideoCompletionRate,VideoStartRate
08/05/2018,2442,130,1,0,0,Android,2,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.7692307692307693,,0.0
08/05/2018,2442,13,0,0,0,Other,2,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,8,0,0,0,Other,2,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,158,1,0,0,iOS,2,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.6329113924050633,,0.0
08/05/2018,2442,106,2,0,0,iOS,2,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.8867924528301887,,0.0
08/05/2018,2442,18,0,0,0,iOS,2,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,108,0,0,0,iOS,2,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,2,0,0,0,Other,2,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,1,0,0,0,Other,2,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,163,1,0,0,Android,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.6134969325153374,,0.0
08/05/2018,2442,4,0,0,0,Android,2,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,10,0,0,0,Android,2,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,168,0,0,0,iOS,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,219,1,0,0,iOS,2,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.45662100456621,,0.0
08/05/2018,2442,13,0,0,0,iOS,2,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
08/05/2018,2442,2,0,0,0,Other,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,103,0,0,0,Android,3,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,144,0,0,0,Android,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,17,0,0,0,Android,3,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,117,0,0,0,Android,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,8,0,0,0,Other,3,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,3,0,0,0,Other,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,258,2,0,0,iOS,3,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.7751937984496124,,0.0
09/05/2018,2442,78,1,0,0,iOS,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.282051282051282,,0.0
09/05/2018,2442,16,0,0,0,iOS,3,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,88,0,0,0,iOS,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,1,0,0,0,Other,3,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,2,0,0,0,Other,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,1,0,0,0,Other,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,161,0,0,0,Android,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,39,0,0,0,Android,3,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,14,0,0,0,Android,3,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,172,2,0,0,iOS,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.1627906976744187,,0.0
09/05/2018,2442,167,0,0,0,iOS,3,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,19,0,0,0,iOS,3,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
09/05/2018,2442,3,0,0,0,Other,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,135,0,0,0,Android,4,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,124,0,0,0,Android,4,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,14,0,0,0,Android,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,101,0,0,0,Android,4,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,250,0,0,0,iOS,4,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,59,1,0,0,iOS,4,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.694915254237288,,0.0
10/05/2018,2442,22,0,0,0,iOS,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,113,0,0,0,iOS,4,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,2,0,0,0,Other,4,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,3,0,0,0,Other,4,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,1,0,0,0,Other,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,139,0,0,0,Android,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,30,0,0,0,Android,4,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,15,0,0,0,Android,4,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,178,1,0,0,iOS,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.5617977528089888,,0.0
10/05/2018,2442,158,2,0,0,iOS,4,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.2658227848101267,,0.0
10/05/2018,2442,28,0,0,0,iOS,4,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
10/05/2018,2442,2,0,0,0,Other,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,120,0,0,0,Android,5,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,128,0,0,0,Android,5,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,10,0,0,0,Android,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,67,2,0,0,Android,5,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,2.9850746268656714,,0.0
11/05/2018,2442,234,1,0,0,iOS,5,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.4273504273504274,,0.0
11/05/2018,2442,77,0,0,0,iOS,5,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,16,0,0,0,iOS,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,77,0,0,0,iOS,5,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,1,0,0,0,Other,5,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,4,0,0,0,Other,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,115,0,0,0,Android,5,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,32,0,0,0,Android,5,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,20,0,0,0,Android,5,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,183,0,0,0,iOS,5,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,154,1,0,0,iOS,5,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.6493506493506493,,0.0
11/05/2018,2442,30,0,0,0,iOS,5,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
11/05/2018,2442,3,0,0,0,Other,5,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,227,1,0,0,Android,6,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.4405286343612335,,0.0
12/05/2018,2442,112,1,0,0,Android,6,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.8928571428571428,,0.0
12/05/2018,2442,18,0,0,0,Android,6,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,66,1,0,0,Android,6,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.5151515151515151,,0.0
12/05/2018,2442,2,0,0,0,Other,6,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,495,1,0,0,iOS,6,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.20202020202020202,,0.0
12/05/2018,2442,72,1,0,0,iOS,6,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.3888888888888888,,0.0
12/05/2018,2442,15,2,0,0,iOS,6,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,13.333333333333334,,0.0
12/05/2018,2442,139,0,0,0,iOS,6,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,1,0,0,0,Other,6,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,1,0,0,0,Other,6,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,1,0,0,0,Other,6,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,99,1,0,0,Android,6,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.0101010101010102,,0.0
12/05/2018,2442,52,0,0,0,Android,6,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,23,0,0,0,Android,6,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,189,0,0,0,iOS,6,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,142,3,0,0,iOS,6,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,2.112676056338028,,0.0
12/05/2018,2442,31,0,0,0,iOS,6,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
12/05/2018,2442,4,0,0,0,Other,6,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,170,1,0,0,Android,7,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.5882352941176471,,0.0
13/05/2018,2442,84,0,0,0,Android,7,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,21,0,0,0,Android,7,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,55,0,0,0,Android,7,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,377,3,0,0,iOS,7,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.7957559681697612,,0.0
13/05/2018,2442,81,4,0,0,iOS,7,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,4.938271604938271,,0.0
13/05/2018,2442,20,0,0,0,iOS,7,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,66,0,0,0,iOS,7,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,2,0,0,0,Other,7,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,3,0,0,0,Other,7,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,114,0,0,0,Android,7,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,37,0,0,0,Android,7,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,30,0,0,0,Android,7,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,172,0,0,0,iOS,7,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,97,0,0,0,iOS,7,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
13/05/2018,2442,41,0,0,0,iOS,7,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,110,0,0,0,Android,1,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,102,0,0,0,Android,1,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,12,0,0,0,Android,1,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,114,1,0,0,Android,1,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.8771929824561403,,0.0
14/05/2018,2442,201,1,0,0,iOS,1,We Love Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.4975124378109453,,0.0
14/05/2018,2442,86,1,0,0,iOS,1,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.1627906976744187,,0.0
14/05/2018,2442,22,1,0,0,iOS,1,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,4.545454545454546,,0.0
14/05/2018,2442,175,0,0,0,iOS,1,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,4,0,0,0,Other,1,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,1,0,0,0,Other,1,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,2,0,0,0,Other,1,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,131,0,0,0,Android,1,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,42,1,0,0,Android,1,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,2.380952380952381,,0.0
14/05/2018,2442,39,0,0,0,Android,1,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,184,0,0,0,iOS,1,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,115,1,0,0,iOS,1,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.8695652173913043,,0.0
14/05/2018,2442,36,0,0,0,iOS,1,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
14/05/2018,2442,1,0,0,0,Other,1,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,112,0,0,0,Android,2,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,7,0,0,0,Android,2,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,301,1,0,0,Android,2,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.33222591362126247,,0.0
15/05/2018,2442,73,0,0,0,iOS,2,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,15,1,0,0,iOS,2,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,6.666666666666667,,0.0
15/05/2018,2442,284,0,0,0,iOS,2,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,5,0,0,0,Other,2,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,1,0,0,0,Other,2,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,92,1,0,0,Android,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.0869565217391304,,0.0
15/05/2018,2442,18,0,0,0,Android,2,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,12,0,0,0,Android,2,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,150,0,0,0,iOS,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,91,0,0,0,iOS,2,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,18,0,0,0,iOS,2,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
15/05/2018,2442,1,0,0,0,Other,2,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,98,2,0,0,Android,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,2.0408163265306123,,0.0
16/05/2018,2442,11,0,0,0,Android,3,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,212,1,0,0,Android,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.4716981132075472,,0.0
16/05/2018,2442,65,0,0,0,iOS,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,3,0,0,0,iOS,3,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,171,0,0,0,iOS,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,1,0,0,0,Other,3,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,1,0,0,0,Other,3,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,1,0,0,0,Other,3,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,47,0,0,0,Android,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,26,0,0,0,Android,3,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,9,0,0,0,Android,3,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,108,0,0,0,iOS,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,75,1,0,0,iOS,3,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.3333333333333335,,0.0
16/05/2018,2442,7,0,0,0,iOS,3,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
16/05/2018,2442,1,0,0,0,Other,3,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,72,0,0,0,Android,4,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,4,0,0,0,Android,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,138,0,0,0,Android,4,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,52,0,0,0,iOS,4,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,7,0,0,0,iOS,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,101,1,0,0,iOS,4,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.9900990099009901,,0.0
17/05/2018,2442,1,0,0,0,Other,4,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,1,0,0,0,Other,4,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,43,0,0,0,Android,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,10,0,0,0,Android,4,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,17,0,0,0,Android,4,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,1,0,0,0,Other,4,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,90,0,0,0,iOS,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,55,0,0,0,iOS,4,The ClothesRack,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,19,0,0,0,iOS,4,Sitting Pretty,Lifestyle,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
17/05/2018,2442,2,0,0,0,Other,4,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,71,1,0,0,Android,5,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,1.4084507042253522,,0.0
18/05/2018,2442,9,0,0,0,Android,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,166,0,0,0,Android,5,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,33,0,0,0,iOS,5,Gadgetron,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,15,0,0,0,iOS,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,111,0,0,0,iOS,5,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,1,0,0,0,Other,5,Edgy Lifestyles,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,1,0,0,0,Other,5,Coin-Op Gaming,Tech / Gaming,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
18/05/2018,2442,39,0,0,0,Android,5,The TV News,Entertainment,Tech Heads,Static Display,Gaming,Mobile Interscroller,0.0,,0.0
